totalIdleTime	totalserviceTime
3226.341797	373.658264
2700.740967	899.258789
2066.071533	1533.928711
3067.138184	532.861816
2912.198242	687.801941
2926.409912	673.590332
3145.767822	454.232086
3249.155762	350.844269
2290.699951	1309.300171
3073.000000	526.999878
2932.095459	667.904358
2293.069336	1306.930542
3411.800049	188.199799
2191.410889	1408.589233
3185.253662	414.746338
2964.000000	636.000183
2373.520264	1226.479858
