totalIdleTime	totalserviceTime
3005.362305	594.637939
2238.000000	1361.999878
2608.568115	991.431641
3081.981445	518.018494
2866.333496	733.666382
3010.527832	589.472168
2680.549805	919.450195
2805.100098	794.900024
1862.177734	1737.822266
2661.751953	938.248108
2983.846680	616.153198
2967.000000	633.000366
2816.226807	783.773193
2581.541748	1018.458252
2578.208984	1021.791016
2609.275635	990.724365
2649.349609	950.650391
